customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_score_1,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
0875-CABNR,Female,1,No     ,No        ,10,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,84.6,California,San Luis Obispo       ,35.233745,-120.626442,70,No     ,No               ,0,None   ,30,Yes            ,Yes           ,0.0,0,168.5,1034.05,94,Medium,9,1,10,Resolved
8404-GFGCZ,Male  ,0,Yes    ,No        ,4,Yes         ,Yes             ,DSL            ,No                 ,Yes                ,No                 ,Month-to-month,No              ,Electronic check         ,65.6,California,Millville             ,40.531257,-122.148139,49,Yes    ,Yes              ,7,Offer E,3,No             ,Yes           ,0.0,0,40.52,290.62,44,High,0,5,5,Resolved
5919-VCZYM,Male  ,0,No     ,No        ,2,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.05,California,Santa Ana             ,33.714829,-117.872941,19,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,80.56,123.26,58,High,0,6,6,Resolved
1591-NFNLQ,Male  ,0,No     ,No        ,51,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,80.0,California,Crescent City         ,41.701223,-124.003393,38,No     ,No               ,0,None   ,16,No             ,Yes           ,0.0,0,286.62,4528.97,91,Medium,9,0,9,Resolved
1905-OEILC,Female,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.5,California,Pebble Beach          ,36.587497,-121.944815,42,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,20.11,39.61,33,High,0,4,4,Resolved
0895-DQHEW,Male  ,0,Yes    ,No        ,54,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,104.3,California,Burney                ,40.946785,-121.719489,47,Yes    ,Yes              ,1,None   ,23,Yes            ,Yes           ,11.45,0,1914.84,7181.54,77,Low,7,0,7,Resolved
8660-BUETV,Female,0,No     ,No        ,3,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,44.75,California,Riverside             ,33.994676,-117.372498,37,No     ,No               ,0,None   ,13,No             ,No            ,0.0,10,104.67,262.72,20,High,1,3,4,NotResolved
4682-BLBUC,Male  ,0,Yes    ,No        ,44,Yes         ,No              ,DSL            ,Yes                ,Yes                ,No                 ,One year      ,Yes             ,Electronic check         ,70.95,California,La Crescenta          ,34.239636,-118.245259,19,Yes    ,Yes              ,1,None   ,48,No             ,Yes           ,24.92,0,1302.84,4528.37,66,High,6,0,6,Resolved
3148-BLQJT,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.1,California,Montague              ,41.759864,-122.379175,33,No     ,No               ,0,Offer E,0,No             ,No            ,0.0,0,16.81,36.91,80,Low,8,0,8,Resolved
8868-GAGIO,Male  ,0,Yes    ,No        ,45,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,84.55,California,Sunnyvale             ,37.421633,-122.009613,49,Yes    ,Yes              ,8,None   ,15,No             ,Yes           ,0.0,0,1026.0,4739.95,44,Medium,0,5,5,Resolved
7670-ZBPOQ,Female,0,Yes    ,No        ,58,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,One year      ,Yes             ,Bank transfer (automatic),61.05,California,Denair                ,37.524721,-120.757977,59,Yes    ,Yes              ,1,Offer B,8,No             ,No            ,0.0,0,1528.88,5007.63,46,High,0,5,5,NotResolved
3090-HAWSU,Male  ,0,No     ,No        ,61,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Credit card (automatic)  ,111.6,California,Pasadena              ,34.159007,-118.087353,44,No     ,No               ,0,None   ,11,Yes            ,Yes           ,0.0,0,477.02,7353.070000000001,87,Low,8,0,8,NotResolved
0772-GYEQQ,Male  ,0,No     ,No        ,3,Yes         ,No              ,Fiber optic    ,Yes                ,Yes                ,No                 ,Month-to-month,Yes             ,Mailed check             ,88.35,California,Lodi                  ,38.123544,-121.159078,33,No     ,No               ,0,Offer E,10,No             ,Yes           ,0.0,0,148.2,410.25,93,Low,9,0,9,Resolved
8627-ZYGSZ,Male  ,0,Yes    ,No        ,47,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,One year      ,Yes             ,Electronic check         ,78.9,California,Compton               ,33.88151,-118.234451,32,Yes    ,Yes              ,8,Offer B,30,No             ,Yes           ,0.0,0,1857.44,5507.79,61,High,6,1,7,Resolved
0691-IFBQW,Female,1,No     ,No        ,46,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Electronic check         ,110.0,California,Biola                 ,36.798882,-120.019511,65,No     ,No               ,0,None   ,20,Yes            ,Yes           ,0.0,0,109.02,4983.820000000001,81,Low,8,0,8,Resolved
0786-IVLAW,Female,1,No     ,No        ,66,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,No              ,Bank transfer (automatic),108.1,California,Valley Village        ,34.165783,-118.399795,72,No     ,No               ,0,None   ,28,No             ,Yes           ,0.0,0,235.62,7474.22,20,Medium,0,3,3,Resolved
6961-MJKBO,Male  ,0,No     ,No        ,47,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Bank transfer (automatic),20.45,California,Los Angeles           ,34.061918,-118.277939,27,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,310.67,1253.67,72,High,7,0,7,NotResolved
6691-CCIHA,Female,0,Yes    ,No        ,62,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Electronic check         ,84.95,California,Joshua Tree           ,34.167236,-116.281511,46,Yes    ,Yes              ,1,Offer B,28,Yes            ,Yes           ,4.68,0,291.40000000000003,5437.27,39,High,0,4,4,Resolved
0827-ITJPH,Male  ,0,No     ,No        ,36,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,Yes             ,Credit card (automatic)  ,18.55,California,Los Angeles           ,33.958149,-118.308441,33,No     ,No               ,0,Offer C,0,No             ,No            ,0.0,0,306.0,995.0,28,Medium,0,3,3,NotResolved
4324-AHJKS,Female,0,No     ,No        ,5,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,55.8,California,Buttonwillow          ,35.451402,-119.488413,42,No     ,No               ,0,None   ,26,No             ,Yes           ,0.0,0,124.15,424.55,23,High,1,3,4,Resolved
7493-GVFIO,Male  ,0,No     ,No        ,57,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Credit card (automatic)  ,20.55,California,Stockton              ,37.959706,-121.287669,56,No     ,No               ,0,Offer B,0,No             ,No            ,0.0,0,740.4300000000001,1993.28,48,Medium,1,5,6,Resolved
7758-XKCBS,Male  ,0,No     ,No        ,15,No          ,No phone service,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,29.7,California,Reseda                ,34.200175,-118.540958,56,No     ,No               ,0,None   ,29,No             ,No            ,0.0,90,0.0,528.25,82,Low,8,1,9,Resolved
6734-JDTTV,Male  ,0,Yes    ,Yes       ,65,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,Yes             ,Credit card (automatic)  ,19.85,California,Manton                ,40.426679,-121.850421,55,Yes    ,Yes              ,5,Offer B,0,No             ,No            ,0.0,0,2175.55,3442.5999999999995,52,Medium,0,6,6,Resolved
5802-ADBRC,Female,0,Yes    ,No        ,50,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Mailed check             ,104.4,California,San Juan Capistrano   ,33.521447,-117.602555,57,Yes    ,Yes              ,7,Offer B,7,Yes            ,Yes           ,0.0,0,1039.5,6272.4,26,Medium,0,3,3,NotResolved
2398-YPMUR,Female,1,Yes    ,No        ,13,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,70.15,California,Dinuba                ,36.523619,-119.386868,77,Yes    ,Yes              ,2,None   ,19,No             ,No            ,0.0,90,492.18,1498.93,85,Low,8,0,8,NotResolved
4718-DHSMV,Female,0,No     ,No        ,11,No          ,No phone service,DSL            ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Mailed check             ,35.8,California,Llano                 ,34.500091,-117.765862,22,No     ,No               ,0,Offer D,52,No             ,Yes           ,0.0,0,0.0,363.15,44,High,0,5,5,Resolved
5762-TJXGK,Female,0,No     ,No        ,52,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),58.75,California,Wheatland             ,39.043387,-121.409837,40,No     ,No               ,0,Offer B,19,Yes            ,Yes           ,0.0,0,0.0,3038.55,21,High,1,3,4,NotResolved
4592-IWTJI,Female,0,Yes    ,Yes       ,3,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,29.7,California,Homewood              ,39.117018,-120.212535,46,Yes    ,Yes              ,1,Offer E,15,No             ,Yes           ,0.0,0,0.0,91.7,84,Low,8,1,9,Resolved
9036-CSKBW,Female,0,No     ,No        ,51,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,No              ,Bank transfer (automatic),107.45,California,Los Gatos             ,37.160194,-121.945611,62,No     ,No               ,0,None   ,6,Yes            ,Yes           ,14.76,0,384.54,6050.679999999999,24,Medium,1,3,4,Resolved
9169-BSVIN,Male  ,0,No     ,No        ,12,Yes         ,Yes             ,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Bank transfer (automatic),74.75,California,Winchester            ,33.657433,-117.04254,21,No     ,No               ,0,None   ,53,Yes            ,Yes           ,0.0,0,222.24,1049.29,40,High,0,5,5,Resolved
9800-ONTFE,Female,0,Yes    ,Yes       ,22,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),75.8,California,Brooks                ,38.809804,-122.241383,59,Yes    ,Yes              ,3,Offer D,58,No             ,Yes           ,0.0,0,102.74,1717.84,37,High,0,4,4,Resolved
7188-CBBBA,Female,0,No     ,No        ,65,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,One year      ,Yes             ,Electronic check         ,95.5,California,Rowland Heights       ,33.976753,-117.897367,59,No     ,No               ,0,None   ,6,No             ,No            ,0.0,80,1799.2,8033.05,35,High,1,4,5,Resolved
8821-XNHVZ,Female,0,Yes    ,Yes       ,1,Yes         ,No              ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Mailed check             ,80.05,California,Solana Beach          ,33.001813,-117.263628,53,Yes    ,Yes              ,1,None   ,7,No             ,Yes           ,0.0,0,39.79,119.84,82,Medium,8,0,8,NotResolved
9777-WJJPR,Male  ,0,Yes    ,No        ,31,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,88.65,California,Sacramento            ,38.687367,-121.34848,46,Yes    ,Yes              ,9,None   ,12,No             ,Yes           ,0.0,0,922.87,3606.07,48,High,1,5,6,Resolved
2654-VBVPB,Female,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Bank transfer (automatic),19.9,California,Newport Beach         ,33.62251,-117.927024,22,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,11.83,31.73,49,High,1,5,6,Resolved
4115-BNPJY,Male  ,0,Yes    ,Yes       ,29,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Mailed check             ,75.55,California,National City         ,32.67102,-117.095235,60,Yes    ,Yes              ,7,None   ,7,Yes            ,Yes           ,0.0,0,941.34,2995.74,44,High,1,5,6,Resolved
4903-UYAVB,Male  ,0,Yes    ,No        ,5,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,19.35,California,Lathrop               ,37.80821,-121.308401,53,Yes    ,No               ,0,Offer E,0,No             ,No            ,0.0,0,158.8,284.85,90,Low,9,0,9,Resolved
